,molecule_chembl_id,units,IC50,smiles,pIC50
164,CHEMBL409727,nM,20.0,CC1CNC(=O)c2cc3ccc(C(=O)Nc4nc(C(=O)NC5CCCCC5)cs4)cc3n21,7.698970004336019
165,CHEMBL255207,nM,2600.0,O=C(Nc1cccnc1)c1ccc2[nH]c3c(c2c1)CCNC3=O,5.585026652029182
166,CHEMBL404756,nM,1200.0,CC(=O)NCC1CNC(=O)c2cc3ccc(C(=O)Nc4nccs4)cc3n2C1,5.920818753952375
167,CHEMBL271713,nM,310.0,CN(C)CC1CNC(=O)c2cc3ccc(C(=O)Nc4nccs4)cc3n2C1,6.508638306165727
168,CHEMBL271714,nM,560.0,CCNCC1CNC(=O)c2cc3ccc(C(=O)Nc4nccs4)cc3n2C1,6.251811972993799
169,CHEMBL409876,nM,690.0,CNCC1CNC(=O)c2cc3ccc(C(=O)Nc4nccs4)cc3n2C1,6.161150909262744
170,CHEMBL410902,nM,530.0,CC1CNC(=O)c2cc3ccc(C(=O)Nc4nccs4)cc3n2C1,6.275724130399211
171,CHEMBL403193,nM,52.0,O=C(Nc1nccs1)c1ccc2cc3n(c2c1)CC(CO)CNC3=O,7.2839966563652006
172,CHEMBL429922,nM,35.0,NCC1CNC(=O)c2cc3ccc(C(=O)Nc4nccs4)cc3n2C1,7.455931955649724
173,CHEMBL272096,nM,320.0,CC1CNC(=O)c2cc3ccc(C(=O)Nc4cccnc4)cc3n2C1,6.494850021680094
174,CHEMBL272309,nM,29.0,NCC1CNC(=O)c2cc3ccc(C(=O)Nc4cccnc4)cc3n2C1,7.537602002101044
175,CHEMBL403436,nM,190.0,O=C(Nc1nccs1)c1ccc2cc3n(c2c1)CCCNC3=O,6.721246399047171
176,CHEMBL255210,nM,270.0,O=C(Nc1cccnc1)c1ccc2cc3n(c2c1)CCCNC3=O,6.568636235841012
177,CHEMBL436652,nM,6900.0,CC(=O)NCC1Cn2c(cc3ccc(C(=O)Nc4nccs4)cc32)C(=O)N1,5.161150909262744
178,CHEMBL272147,nM,4000.0,CCCNCC1Cn2c(cc3ccc(C(=O)Nc4nccs4)cc32)C(=O)N1,5.3979400086720375
179,CHEMBL401748,nM,3000.0,CCNCC1Cn2c(cc3ccc(C(=O)Nc4nccs4)cc32)C(=O)N1,5.522878745280337
180,CHEMBL258107,nM,580.0,CNCC1Cn2c(cc3ccc(C(=O)Nc4nccs4)cc32)C(=O)N1,6.236572006437063
181,CHEMBL272364,nM,4000.0,CC1Cn2c(cc3ccc(C(=O)Nc4nccs4)cc32)C(=O)N1,5.3979400086720375
182,CHEMBL272572,nM,550.0,O=C(Nc1nccs1)c1ccc2cc3n(c2c1)CC(CO)NC3=O,6.259637310505756
183,CHEMBL257888,nM,1400.0,NC[C@H]1Cn2c(cc3ccc(C(=O)Nc4nccs4)cc32)C(=O)N1,5.853871964321762
184,CHEMBL404224,nM,160.0,NC[C@@H]1Cn2c(cc3ccc(C(=O)Nc4nccs4)cc32)C(=O)N1,6.795880017344075
185,CHEMBL257887,nM,1100.0,O=C(Nc1nccs1)c1ccc2cc3n(c2c1)CCNC3=O,5.958607314841775
186,CHEMBL257321,nM,1200.0,CC1Cn2c(cc3ccc(C(=O)Nc4cccnc4)cc32)C(=O)N1,5.920818753952375
187,CHEMBL255180,nM,2300.0,NC[C@H]1Cn2c(cc3ccc(C(=O)Nc4cccnc4)cc32)C(=O)N1,5.638272163982407
188,CHEMBL402957,nM,320.0,NC[C@@H]1Cn2c(cc3ccc(C(=O)Nc4cccnc4)cc32)C(=O)N1,6.494850021680094
189,CHEMBL404908,nM,1700.0,O=C(Nc1cccnc1)c1ccc2cc3n(c2c1)CCNC3=O,5.769551078621726
190,CHEMBL269988,nM,210.0,CNCC1Cc2c([nH]c3ccc(C(=O)Nc4nccs4)cc23)C(=O)N1,6.6777807052660805
191,CHEMBL269791,nM,1000.0,O=C(Nc1nccs1)c1ccc2[nH]c3c(c2c1)CC(CO)NC3=O,6.0
192,CHEMBL270203,nM,140.0,NCC1Cc2c([nH]c3ccc(C(=O)Nc4nccs4)cc23)C(=O)N1,6.853871964321762
193,CHEMBL255606,nM,1200.0,O=C(Nc1cccnc1)c1ccc2[nH]c3c(c2c1)CC(CO)NC3=O,5.920818753952375
194,CHEMBL255605,nM,260.0,NCC1Cc2c([nH]c3ccc(C(=O)Nc4cccnc4)cc23)C(=O)N1,6.585026652029182
195,CHEMBL261238,nM,110000000.0,CN(c1cccnc1)c1cc2c(Nc3ccc(F)c(Cl)c3)c(C#N)cnc2cn1,0.9586073148417746
196,CHEMBL478798,nM,90000.0,C=C1CC[C@@H]2[C@@]3(C)CCCC(C)(C)[C@@H]3CC[C@@]2(C)[C@@H]1/C=C/C1=CC(=O)OC1O,4.045757490560675
197,CHEMBL476479,nM,90000.0,C=C1CC[C@@H]2[C@@]3(C)CCCC(C)(C)[C@@H]3CC[C@@]2(C)[C@@H]1CC(O)C1=CC(=O)OC1O,4.045757490560675
198,CHEMBL515940,nM,90000.0,C=C1CC[C@@H]2[C@@]3(C)CCCC(C)(C)[C@@H]3CC[C@@]2(C)[C@@H]1CC1OC(=O)C=C1CO,4.045757490560675
199,CHEMBL476478,nM,90000.0,CC1(C)CCC[C@@]2(C)[C@H]1CC[C@@]1(C)[C@@H]3C[C@H](C4=CC(=O)OC4O)O[C@@]3(C)CC[C@H]21,4.045757490560675
200,CHEMBL524266,nM,510.0,Nc1nccc(-c2cc3c([nH]2)[C@@H](CCF)CNC3=O)n1,6.292429823902063
201,CHEMBL487190,nM,39000.0,CCCc1cc(O)c2c(O)cccc2c1-c1cc(O)cc(=O)o1,4.4089353929735005
202,CHEMBL487191,nM,130000.0,CCCc1cc(=O)c2c(Cc3cc(O)cc(=O)o3)cccc2o1,3.886056647693163
203,CHEMBL57481,nM,85000.0,Oc1cccc2cnccc12,4.070581074285707
204,CHEMBL510545,nM,49.0,O=C1NCCc2[nH]c(-c3ccnc(/C=C/c4ccccc4)c3)cc21,7.309803919971486
205,CHEMBL504547,nM,19000.0,O=C1NC(=O)c2ccc(I)cc2/C1=C/NCc1ccc(-c2ccoc2)c(O)c1,4.721246399047171
206,CHEMBL523586,nM,2500.0,NC[C@H](Cc1cccc(F)c1)NC(=O)c1cc(Br)c(-c2ccnc3[nH]ccc23)s1,5.6020599913279625
207,CHEMBL454582,nM,20000.0,CC1=CC[C@@H]2[C@@]3(C)CCCC(C)(C)[C@@H]3CC[C@@]2(C)[C@@H]1Cc1cc(C(=O)O)ccc1O,4.698970004336019
208,CHEMBL455101,nM,9600.0,CC1=C(CC/C(C)=C/Cc2cc(C(=O)O)ccc2O)[C@@]2(C)CCCC(C)(C)[C@@H]2CC1,5.017728766960431
209,CHEMBL507249,nM,13000.0,O[C@H]1CC[C@H](c2n[nH]cc2-c2ccnc(NC3CCCC3)n2)CC1,4.886056647693163
210,CHEMBL462578,nM,1300.0,O=c1[nH]cnc2[nH]c(-c3ccnc(-c4ccc(F)cc4)c3)cc12,5.886056647693163
211,CHEMBL462579,nM,1230.0,O=c1[nH]cnc2[nH]c(-c3ccnc(-c4cccc(F)c4)c3)cc12,5.910094888560602
212,CHEMBL455396,nM,550.0,COc1ccc(-c2cc(-c3cc4c(=O)[nH]cnc4[nH]3)ccn2)cc1,6.259637310505756
213,CHEMBL452085,nM,5200.0,COc1cccc(-c2cc(-c3cc4c(=O)[nH]cnc4[nH]3)ccn2)c1,5.2839966563652006
214,CHEMBL452086,nM,1450.0,O=c1[nH]cnc2[nH]c(-c3ccnc(-c4ccc(CN5CCOCC5)cc4)c3)cc12,5.838631997765026
215,CHEMBL455156,nM,190.0,O=C(Nc1cc(-c2cc3c(=O)[nH]cnc3[nH]2)ccn1)c1ccc(C2CCCC2)cc1,6.721246399047171
216,CHEMBL507348,nM,170.0,O=c1[nH]cnc2[nH]c(-c3ccnc(/C=C/c4ccccc4)c3)cc12,6.769551078621726
217,CHEMBL516504,nM,200.0,O=c1[nH]cnc2[nH]c(-c3ccnc(/C=C/c4ccc(F)cc4)c3)cc12,6.698970004336019
218,CHEMBL518824,nM,290.0,Nc1nc2[nH]c(-c3ccnc(/C=C/c4ccccc4)c3)cc2c(=O)[nH]1,6.537602002101044
219,CHEMBL462371,nM,1700.0,O=c1[nH]c(C(F)(F)F)nc2[nH]c(-c3ccnc(/C=C/c4ccccc4)c3)cc12,5.769551078621726
220,CHEMBL504267,nM,350.0,Cc1nc2[nH]c(-c3ccnc(/C=C/c4ccccc4)c3)cc2c(=O)[nH]1,6.455931955649724
221,CHEMBL462372,nM,1260.0,CCCCc1nc2[nH]c(-c3ccnc(/C=C/c4ccccc4)c3)cc2c(=O)[nH]1,5.899629454882437
222,CHEMBL460091,nM,340.0,O=c1[nH]c(Cc2ccccc2)nc2[nH]c(-c3ccnc(/C=C/c4ccccc4)c3)cc12,6.468521082957745
223,CHEMBL516802,nM,42.0,O=C(c1ccc(/C=C/c2cc(-c3cc4c(=O)[nH]cnc4[nH]3)ccn2)cc1)N1CCOCC1,7.376750709602099
224,CHEMBL461139,nM,51.0,O=c1[nH]cnc2[nH]c(-c3ccnc(/C=C/c4ccc(CN5CCOCC5)cc4)c3)cc12,7.292429823902063
225,CHEMBL461140,nM,82.0,CN(C)CCOc1ccc(/C=C/c2cc(-c3cc4c(=O)[nH]cnc4[nH]3)ccn2)cc1,7.086186147616283
226,CHEMBL461316,nM,150.0,CCN(CC)Cc1ccc(/C=C/c2cc(-c3cc4c(=O)[nH]cnc4[nH]3)ccn2)cc1,6.823908740944319
227,CHEMBL501709,nM,131000.0,N#Cc1cnc2c(Cl)cc(NCc3cn(C4CCN(C5CCC5)CC4)nn3)cc2c1Nc1ccc(F)c(Cl)c1,3.8827287043442356
228,CHEMBL527026,nM,63000.0,CCN1CCC(n2cc(CNc3cc(Cl)c4ncc(C#N)c(Nc5ccc(F)c(Cl)c5)c4c3)nn2)CC1,4.200659450546418
229,CHEMBL466496,nM,8900.0,C[C@@H](Nc1c(Nc2ccncc2)c(=O)c1=O)c1ccccc1,5.050609993355087
230,CHEMBL466700,nM,88000.0,O=c1c(NCc2ccccc2)c(Nc2ccncc2)c1=O,4.055517327849832
231,CHEMBL504830,nM,2300.0,CC(C)(Nc1c(Nc2ccncc2)c(=O)c1=O)c1ccccc1,5.638272163982407
232,CHEMBL466701,nM,65000.0,C[C@@H](Nc1c(Nc2ccncc2)c(=O)c1=O)C1CCCCC1,4.187086643357144
233,CHEMBL467729,nM,81000.0,CC(Nc1c(Nc2ccncc2)c(=O)c1=O)c1nccs1,4.0915149811213505
234,CHEMBL467730,nM,9300.0,CC(Nc1c(Nc2ccncc2)c(=O)c1=O)c1ccccc1F,5.031517051446064
235,CHEMBL513154,nM,33000.0,CC(Nc1c(Nc2ccncc2)c(=O)c1=O)c1ccccc1O,4.481486060122113
236,CHEMBL467731,nM,49000.0,Cc1cccc(C(C)Nc2c(Nc3ccncc3)c(=O)c2=O)c1,4.309803919971486
237,CHEMBL467732,nM,14000.0,CC(Nc1c(Nc2ccncc2)c(=O)c1=O)c1cccc(N)c1,4.853871964321762
238,CHEMBL467532,nM,380.0,CC(Nc1c(Nc2ccncc2)c(=O)c1=O)c1cccc(O)c1,6.42021640338319
239,CHEMBL452699,nM,5500.0,CC(=O)Nc1cccc(C(C)Nc2c(Nc3ccncc3)c(=O)c2=O)c1,5.259637310505756
240,CHEMBL511219,nM,24000.0,CC(Nc1c(Nc2ccncc2)c(=O)c1=O)c1cccc(NS(C)(=O)=O)c1,4.619788758288394
241,CHEMBL467078,nM,8200.0,CC(Nc1c(Nc2ccncc2)c(=O)c1=O)c1ccc(F)cc1,5.086186147616283
242,CHEMBL512791,nM,5000.0,CC(Nc1c(Nc2ccncc2)c(=O)c1=O)c1ccc(O)cc1,5.301029995663981
243,CHEMBL467079,nM,4500.0,NC(=O)C(Nc1c(Nc2ccncc2)c(=O)c1=O)c1ccccc1,5.346787486224656
244,CHEMBL511410,nM,390.0,NC(=O)C(Nc1c(Nc2ccncc2)c(=O)c1=O)c1cccc(O)c1,6.4089353929735005
245,CHEMBL467911,nM,5300.0,O=c1c(Nc2ccncc2)c(NC(CO)c2ccccc2)c1=O,5.275724130399211
246,CHEMBL511419,nM,2600.0,C[C@@H](Nc1c(Nc2ccnc(-c3ccccc3)c2)c(=O)c1=O)c1ccccc1,5.585026652029182
247,CHEMBL468125,nM,5800.0,C[C@@H](Nc1c(Nc2ccnc(-c3ccccc3F)c2)c(=O)c1=O)c1ccccc1,5.236572006437063
248,CHEMBL449692,nM,6600.0,C[C@@H](Nc1c(Nc2ccnc(-c3cccc(F)c3)c2)c(=O)c1=O)c1ccccc1,5.180456064458131
249,CHEMBL479290,nM,3700.0,COc1cccc(-c2cc(Nc3c(N[C@H](C)c4ccccc4)c(=O)c3=O)ccn2)c1,5.431798275933005
250,CHEMBL469490,nM,3600.0,C[C@@H](Nc1c(Nc2ccnc(-c3ccncc3)c2)c(=O)c1=O)c1ccccc1,5.443697499232712
251,CHEMBL519113,nM,5300.0,C[C@@H](Nc1c(Nc2ccnc(-c3ccco3)c2)c(=O)c1=O)c1ccccc1,5.275724130399211
252,CHEMBL481248,nM,5400.0,C[C@@H](Nc1c(Nc2ccnc(-c3ccsc3)c2)c(=O)c1=O)c1ccccc1,5.267606240177031
253,CHEMBL481249,nM,9100.0,C[C@@H](Nc1c(Nc2ccnc(Nc3ccccc3)c2)c(=O)c1=O)c1ccccc1,5.040958607678906
254,CHEMBL513870,nM,2400.0,C[C@@H](Nc1c(Nc2ccnc(Nc3cccc(C(N)=O)c3)c2)c(=O)c1=O)c1ccccc1,5.619788758288394
255,CHEMBL469124,nM,670.0,C[C@@H](Nc1c(Nc2ccnc(Nc3ccncn3)c2)c(=O)c1=O)c1ccccc1,6.173925197299173
256,CHEMBL525927,nM,1600.0,C[C@@H](Nc1c(Nc2ccnc(Nc3cnccn3)c2)c(=O)c1=O)c1ccccc1,5.795880017344075
257,CHEMBL466009,nM,2300.0,C[C@@H](Nc1c(Nc2ccnc(Nc3ncccn3)c2)c(=O)c1=O)c1ccccc1,5.638272163982407
258,CHEMBL468292,nM,3800.0,CC(=O)Nc1cc(Nc2c(N[C@H](C)c3ccccc3)c(=O)c2=O)ccn1,5.42021640338319
259,CHEMBL468322,nM,1300.0,C[C@@H](Nc1c(Nc2ccnc(NC(=O)c3cccnc3)c2)c(=O)c1=O)c1ccccc1,5.886056647693163
260,CHEMBL557101,nM,540.0,CC(=O)/C1=C/Cn2c3ccccc3c3c4c(c5c6ccccc6n(c5c32)C1)C(=O)NC4=O,6.267606240177031
261,CHEMBL99780,nM,40.0,COc1ccc2sc3c(c2c1)NC[C@@H](C)NC3=O,7.3979400086720375
262,CHEMBL557318,nM,16.0,C[C@@H]1CNc2c(sc3ccc4occc4c23)C(=O)N1,7.795880017344075
263,CHEMBL562754,nM,28.0,C[C@@H]1CNc2c(sc3ccc4c(c23)CCO4)C(=O)N1,7.552841968657781
264,CHEMBL561334,nM,1.0,C[C@@H]1CNc2c(sc3ccc4ncccc4c23)C(=O)N1,9.0
265,CHEMBL562194,nM,150.0,C[C@@H]1CNc2c(sc3ccc4oc(-c5ccccc5)cc4c23)C(=O)N1,6.823908740944319
266,CHEMBL556392,nM,2.0,C[C@@H]1CNc2c(sc3ccc4nc(Cl)ccc4c23)C(=O)N1,8.698970004336019
267,CHEMBL564076,nM,9.0,C[C@@H]1CNc2c(sc3ccc4nc(-c5ccccc5)ccc4c23)C(=O)N1,8.045757490560675
268,CHEMBL552339,nM,14.0,C[C@@H]1CNc2c(sc3ccc4nc(-c5ccncc5)ccc4c23)C(=O)N1,7.853871964321762
269,CHEMBL560075,nM,5.0,C[C@@H]1CNc2c(sc3ccc4nc(-c5cccnc5)ccc4c23)C(=O)N1,8.301029995663981
270,CHEMBL549585,nM,23.0,C[C@@H]1CNc2c(sc3ccc4nc(-c5cncnc5)ccc4c23)C(=O)N1,7.638272163982407
271,CHEMBL562137,nM,20.0,COc1ccccc1-c1ccc2c(ccc3sc4c(c32)NC[C@@H](C)NC4=O)n1,7.698970004336019
272,CHEMBL563307,nM,41.0,COc1cccc(-c2ccc3c(ccc4sc5c(c43)NC[C@@H](C)NC5=O)n2)c1,7.3872161432802645
273,CHEMBL554286,nM,14.0,C[C@@H]1CNc2c(sc3ccc4nc(-c5ccccc5F)ccc4c23)C(=O)N1,7.853871964321762
274,CHEMBL562606,nM,30.0,Cc1ccccc1-c1ccc2c(ccc3sc4c(c32)NC[C@@H](C)NC4=O)n1,7.522878745280337
275,CHEMBL549915,nM,5.0,Cc1ccncc1-c1ccc2c(ccc3sc4c(c32)NC[C@@H](C)NC4=O)n1,8.301029995663981
276,CHEMBL319171,nM,180.0,COc1ccc2sc3c(c2c1)NCCNC3=O,6.7447274948966935
277,CHEMBL100818,nM,300.0,COc1ccc2sc3c(c2c1)NC[C@H](C)NC3=O,6.522878745280337
278,CHEMBL539450,nM,1520.0,CCC[C@@H]1CNc2c(sc3ccc(OC)cc23)C(=O)N1,5.818156412055227
279,CHEMBL553397,nM,14.0,COc1ccc2sc3c(c2c1)NC[C@@H](CO)NC3=O,7.853871964321762
280,CHEMBL319170,nM,1090.0,COc1ccc2sc3c(c2c1)SCCNC3=O,5.962573502059376
281,CHEMBL571897,nM,500.0,COc1ccc2sc3c(c2c1)CCCNC3=O,6.301029995663981
282,CHEMBL555205,nM,5.0,COc1ccc2sc3c(c2c1)NC[C@@H](CN)NC3=O,8.301029995663981
283,CHEMBL550060,nM,570.0,CCNC[C@@H]1CNc2c(sc3ccc(OC)cc23)C(=O)N1,6.2441251443275085
284,CHEMBL560737,nM,450.0,CCCNC[C@@H]1CNc2c(sc3ccc(OC)cc23)C(=O)N1,6.346787486224656
285,CHEMBL551534,nM,570.0,COc1ccc2sc3c(c2c1)NC[C@@H](CNCc1ccccc1)NC3=O,6.2441251443275085
286,CHEMBL562002,nM,1910.0,COc1ccc2sc3c(c2c1)NC[C@@H](CN(C)Cc1ccccc1)NC3=O,5.718966632752272
287,CHEMBL559487,nM,190.0,C[C@@H]1CNc2c(sc3ccc(O)cc23)C(=O)N1,6.721246399047171
288,CHEMBL541448,nM,110.0,COc1cccc(COc2ccc3sc4c(c3c2)NC[C@@H](C)NC4=O)c1,6.958607314841775
289,CHEMBL563672,nM,1320.0,C[C@@H]1CNc2c(sc3ccc(OCC4CC4)cc23)C(=O)N1,5.8794260687941495
290,CHEMBL559411,nM,270.0,COCCOc1ccc2sc3c(c2c1)NC[C@@H](C)NC3=O,6.568636235841012
291,CHEMBL563308,nM,30.0,CC(C)COc1ccc2sc3c(c2c1)NC[C@@H](C)NC3=O,7.522878745280337
292,CHEMBL559881,nM,3440.0,COC(=O)COc1ccc2sc3c(c2c1)NC[C@@H](C)NC3=O,5.46344155742847
293,CHEMBL14249,nM,2800.0,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]1O,5.552841968657781
294,CHEMBL584423,nM,24000.0,Nc1nccc(Nc2ccc3[nH]ncc3c2)n1,4.619788758288394
295,CHEMBL584617,nM,14000.0,Nc1nccc(Nc2ccc3[nH]nc(I)c3c2)n1,4.853871964321762
296,CHEMBL591328,nM,5400.0,Nc1nccc(Nc2cc(-c3ccsc3)c3[nH]ncc3c2)n1,5.267606240177031
297,CHEMBL589650,nM,720.0,Nc1nccc(Nc2cc(-c3ccc4ccccc4c3)c3[nH]ncc3c2)n1,6.142667503568731
298,CHEMBL591305,nM,1600.0,Nc1nccc(Nc2cc(-c3cc4ccccc4s3)c3[nH]ncc3c2)n1,5.795880017344075
299,CHEMBL590110,nM,1300.0,Nc1nccc(Nc2cc(-c3cc4ccccc4o3)c3[nH]ncc3c2)n1,5.886056647693163
300,CHEMBL585958,nM,9100.0,Nc1nccc(Nc2cc(I)c3[nH]ncc3c2)n1,5.040958607678906
301,CHEMBL589626,nM,3400.0,Nc1nccc(Nc2ccc3[nH]nc(-c4ccsc4)c3c2)n1,5.468521082957745
302,CHEMBL590834,nM,310.0,Nc1nccc(Nc2ccc3[nH]nc(-c4ccc5ccccc5c4)c3c2)n1,6.508638306165727
303,CHEMBL600081,nM,160.0,Nc1nccc(Nc2ccc3[nH]nc(-c4cc5ccccc5s4)c3c2)n1,6.795880017344075
304,CHEMBL592288,nM,160.0,Nc1nccc(Nc2ccc3[nH]nc(-c4ccc[nH]4)c3c2)n1,6.795880017344075
305,CHEMBL591071,nM,1400.0,Nc1ncc2[nH]cc(-c3ccc4[nH]ncc4c3)c2n1,5.853871964321762
306,CHEMBL591797,nM,56.0,Nc1ncc2[nH]cc(-c3cc(-c4cc5ccccc5s4)c4[nH]ncc4c3)c2n1,7.251811972993799
307,CHEMBL584640,nM,49000.0,Nc1ncc2ccn(-c3ccc4[nH]ncc4c3)c2n1,4.309803919971486
308,CHEMBL589853,nM,1900.0,Cn1cc(-c2ccc3[nH]ncc3c2)c2nc(N)ncc21,5.721246399047171
309,CHEMBL590109,nM,19.0,NCCn1cc(-c2cc(-c3cc4ccccc4s3)c3[nH]ncc3c2)c2nc(N)ncc21,7.721246399047171
310,CHEMBL592030,nM,35.0,NCCCn1cc(-c2cc(-c3cc4ccccc4s3)c3[nH]ncc3c2)c2nc(N)ncc21,7.455931955649724
311,CHEMBL591329,nM,260.0,NCCCCn1cc(-c2cc(-c3cc4ccccc4s3)c3[nH]ncc3c2)c2nc(N)ncc21,6.585026652029182
312,CHEMBL592031,nM,960.0,Nc1ncc2c(n1)c(-c1cc(-c3cc4ccccc4s3)c3[nH]ncc3c1)cn2CCC1CCNCC1,6.017728766960431
313,CHEMBL590612,nM,37.0,Nc1ncc2c(n1)c(-c1cc(-c3cc4ccccc4s3)c3[nH]ncc3c1)cn2CCCO,7.431798275933005
314,CHEMBL591783,nM,820.0,COCCCn1cc(-c2cc(-c3cc4ccccc4s3)c3[nH]ncc3c2)c2nc(N)ncc21,6.086186147616283
315,CHEMBL596588,nM,1900.0,Nc1ncc2c(n1)c(-c1cc(-c3cc4ccccc4s3)c3[nH]ncc3c1)cn2CC(=O)O,5.721246399047171
316,CHEMBL594090,nM,20.0,Nc1ncc2c(n1)c(-c1cc(-c3cc4ccccc4s3)c3[nH]ncc3c1)cn2CCC(=O)O,7.698970004336019
317,CHEMBL603322,nM,41.0,NC(=O)CCn1cc(-c2cc(-c3cc4ccccc4s3)c3[nH]ncc3c2)c2nc(N)ncc21,7.3872161432802645
318,CHEMBL595933,nM,490.0,CC(C)n1cc(-c2cc(-c3cc4ccccc4s3)c3[nH]ncc3c2)c2nc(N)ncc21,6.309803919971486
319,CHEMBL606245,nM,22000.0,Cc1c(Nc2c(C#N)cncc2/C=C/CCN2CCC[C@@H](N)C2)ccc2[nH]ccc12,4.657577319177793
320,CHEMBL598506,nM,22600.0,COc1ccc(-n2cc(-c3ccc(C(N)=O)cc3)cn2)cc1,4.645891560852599
321,CHEMBL598237,nM,2000.0,COc1ccc(-n2cc(-c3ccc(C(N)=O)cc3)c(N)n2)cc1,5.698970004336019
322,CHEMBL598449,nM,22500.0,COc1ccc(-n2ncc(-c3ccc(C(N)=O)cc3)c2N)cc1,4.647817481888637
323,CHEMBL597628,nM,31200.0,COc1ccc(-n2cc(-c3ccc(C#N)cc3)c(N)n2)cc1,4.505845405981558
324,CHEMBL597629,nM,15400.0,COc1ccc(-n2cc(-c3ccc(S(N)(=O)=O)cc3)c(N)n2)cc1,4.812479279163537
325,CHEMBL590491,nM,6000.0,COc1ccc(-n2cc(-c3ccc4c(c3)CNC4=O)c(N)n2)cc1,5.221848749616356
